iter	Logloss
340	0.2091494533
341	0.2087477684
342	0.2082229028
343	0.2077711509
344	0.2072651964
345	0.2068255197
346	0.2064632447
347	0.2059325421
348	0.2056741489
349	0.2051985659
350	0.2046814977
351	0.204335944
352	0.2039097143
353	0.2034966235
354	0.2029073623
355	0.2024953538
356	0.2021608443
357	0.2018373687
358	0.2013474347
359	0.2010297926
360	0.2003621516
361	0.1999935736
362	0.1995266659
363	0.1990852862
364	0.1988741653
365	0.1984113218
366	0.1980503613
367	0.1975977527
368	0.1971055605
369	0.1967692001
370	0.196359036
371	0.1959821789
372	0.1956419674
373	0.1952205683
374	0.1950142691
375	0.1946578415
376	0.1941455394
377	0.1937451919
378	0.1934932537
379	0.1930828644
380	0.1929048975
381	0.1924491858
382	0.192049489
383	0.1917355677
384	0.1914587644
385	0.1907557568
386	0.1904391664
387	0.1901298879
388	0.1895158714
389	0.1892739132
390	0.1889135192
391	0.1886666994
392	0.1883927295
393	0.1879538595
394	0.1876507178
395	0.1871598964
396	0.1869323197
397	0.1866937658
398	0.1863118281
399	0.1860039363
400	0.1857847227
401	0.1853330685
402	0.1850646513
403	0.1846234183
404	0.1841198485
405	0.1836358239
406	0.1833099572
407	0.1830114154
408	0.1826060612
409	0.1821650383
410	0.1817816413
411	0.1815430305
412	0.1812131216
413	0.180968408
414	0.1806784017
415	0.1803371485
416	0.1800331728
417	0.1797136465
418	0.1793026604
419	0.1789484098
420	0.1785316718
421	0.1782904228
422	0.1779238417
423	0.1774112678
424	0.1769623789
425	0.1765710992
426	0.1762081171
427	0.1758997376
428	0.1756859514
429	0.1753298822
430	0.1749875058
431	0.1747098897
432	0.1743081581
433	0.1741635827
434	0.173848917
435	0.173621319
436	0.1732606029
437	0.1729449663
438	0.1725512541
439	0.172331683
440	0.1721287568
441	0.1718725239
442	0.1717388645
443	0.1714877705
444	0.1713131284
445	0.1709860328
446	0.1706065999
447	0.1703328268
448	0.1701101235
449	0.1698263053
450	0.1696024177
451	0.1693615748
452	0.169035468
453	0.1688355108
454	0.1684360104
455	0.1682376435
456	0.1679129793
457	0.1676520062
458	0.1673166989
459	0.1670246344
460	0.1666572309
461	0.1663262335
462	0.1660286601
463	0.1657059359
464	0.1655668704
465	0.1651329671
466	0.1649507902
467	0.1646320927
468	0.1644174322
469	0.1640440248
470	0.1638912638
471	0.163560009
472	0.1632458951
473	0.1629166853
474	0.1627437581
475	0.1623155523
476	0.1619308726
477	0.1615694111
478	0.1612029691
479	0.1608923432
480	0.1606249911
481	0.1603187662
482	0.1601230994
483	0.1597719448
484	0.1595824561
485	0.1593840001
486	0.1591820301
487	0.1588392041
488	0.1586467597
489	0.158335867
490	0.1579735221
491	0.1577773064
492	0.1574957948
493	0.1573544036
494	0.1571484653
495	0.1568584179
496	0.156668084
497	0.1563618565
498	0.1561115492
499	0.155904361
500	0.1556287439
501	0.1554106862
502	0.1551444836
503	0.1549892143
504	0.1547489122
505	0.154492648
506	0.1543264017
507	0.1540022508
508	0.1536598229
509	0.1534309363
510	0.1531344962
511	0.1528300061
512	0.1525835623
513	0.1523836937
514	0.1521671398
515	0.1518411203
516	0.1515835799
517	0.1512536257
518	0.150948277
519	0.1506057796
520	0.1503160551
521	0.1499477595
522	0.1497958443
523	0.1495117871
524	0.1491663609
525	0.1489186894
526	0.1486450179
527	0.1483468022
528	0.1480843662
529	0.1478484832
530	0.1477237518
531	0.1473953166
532	0.1470660466
533	0.146808769
534	0.1465569071
535	0.1461965202
536	0.1460441958
537	0.1457878245
538	0.1456280282
539	0.1453239224
540	0.145115233
541	0.1448392716
542	0.1444501739
543	0.1441473171
544	0.1437442529
545	0.1435844891
546	0.143309959
547	0.1431044382
548	0.1429765272
549	0.1428658175
550	0.1425159233
551	0.1424650359
552	0.1421346778
553	0.1420157036
554	0.1418103082
555	0.1415751825
556	0.1413095916
557	0.1410484708
558	0.1408868551
559	0.1406632478
560	0.1403561146
561	0.1401683156
562	0.1399688564
563	0.1398399279
564	0.1396487998
565	0.1394430184
566	0.1392560892
567	0.1389442859
568	0.1387474994
569	0.1385490592
570	0.1384053688
571	0.1381136255
572	0.1379061351
573	0.1376887316
574	0.1373345604
575	0.1370452525
576	0.1368037688
577	0.13656927
578	0.1363183276
579	0.1360539465
580	0.135834991
581	0.1356360163
582	0.1354474616
583	0.1351998391
584	0.1349149525
585	0.1347634948
586	0.134607578
587	0.1342906556
588	0.1341250783
589	0.1339139058
590	0.1337656576
591	0.1335079698
592	0.1333650911
593	0.133185877
594	0.1329044244
595	0.1327964119
596	0.1325186046
597	0.132390963
598	0.1322917092
599	0.1319293691
600	0.1317370326
601	0.131503731
602	0.1313518472
603	0.1311923272
604	0.1310852378
605	0.1308522
606	0.1306436624
607	0.1304424434
608	0.1301318051
609	0.1298495326
610	0.1297132649
611	0.1295331507
612	0.1293561172
613	0.1290103887
614	0.1287788807
615	0.1286330812
616	0.1285241493
617	0.1284183345
618	0.1282507888
619	0.1280708421
620	0.1278662226
621	0.12767786
622	0.1274288759
623	0.1272301915
624	0.1270968718
625	0.1268850814
626	0.126722469
627	0.126396254
628	0.1261081039
629	0.1259854852
630	0.1257403688
631	0.1255558173
632	0.1253389486
633	0.1252133876
634	0.1249494479
635	0.1247043492
636	0.1244926703
637	0.1242438105
638	0.1240469903
639	0.1238426676
640	0.1236418822
641	0.1234203211
642	0.1232003494
643	0.1230573858
644	0.1229195065
645	0.1226725971
646	0.1225351381
647	0.122326864
648	0.1222068767
649	0.122136279
650	0.1219426955
651	0.1217325922
652	0.1214971015
653	0.1213439253
654	0.121169044
655	0.1209983669
656	0.1209214733
657	0.1206854391
658	0.1204668408
659	0.1202773492
660	0.1201275088
661	0.1199827754
662	0.1198104103
663	0.1196338564
664	0.119446709
665	0.1193092853
666	0.119198999
667	0.1190312813
668	0.1187857444
669	0.1186915335
670	0.1185093783
671	0.1183896042
672	0.1181853434
673	0.1180917504
674	0.1179924646
675	0.1178907275
676	0.1177465613
677	0.1176113278
678	0.1175174663
679	0.1173969767
680	0.1171889353
681	0.1169784803
682	0.1167602077
683	0.1165667845
684	0.1163537087
685	0.1161577195
686	0.1159879192
687	0.1157396406
688	0.1155533947
689	0.1152977168
690	0.1152019758
691	0.1151036922
692	0.1148486582
693	0.1146853529
694	0.1144994626
695	0.1143689472
696	0.114207852
697	0.1141339969
698	0.1139847232
699	0.113758359
700	0.1135936948
701	0.1134069177
702	0.1132335755
703	0.1130043937
704	0.1128144474
705	0.1125984697
706	0.1124672935
707	0.1123447466
708	0.1121394227
709	0.112014539
710	0.1118321761
711	0.1116729279
712	0.1115662534
713	0.1113971041
714	0.1112171764
715	0.111074981
716	0.1110029242
717	0.110762847
718	0.110550577
719	0.1104221901
720	0.1102876147
721	0.110087959
722	0.1099226417
723	0.1098176762
724	0.1097107852
725	0.1095065547
726	0.1093049908
727	0.1092356911
728	0.108997954
729	0.1087650707
730	0.108671047
731	0.1085005203
732	0.1083907995
733	0.108270133
734	0.1080715036
735	0.107853654
736	0.1077417965
737	0.1076295615
738	0.1074404745
739	0.1072425025
740	0.1071089766
741	0.1069785009
742	0.106816462
743	0.1066509314
744	0.1064661517
745	0.106346637
746	0.1062456688
747	0.1060776748
748	0.1058990348
749	0.1058179065
750	0.1056670783
751	0.1054772862
752	0.1053451505
753	0.105124943
754	0.1048885273
755	0.1047448445
756	0.1045621376
757	0.1044022683
758	0.1042061867
759	0.1040744722
760	0.1039485002
761	0.103894055
762	0.1038024989
763	0.1036234327
764	0.1035123748
765	0.1032840438
766	0.1032478614
767	0.1030510278
768	0.1029308229
769	0.1028250024
770	0.1027262545
771	0.1025984678
772	0.1025215102
773	0.1023656974
774	0.1022426712
775	0.102120349
776	0.1019619644
777	0.101807999
778	0.1016878409
779	0.1015604979
780	0.1014476379
781	0.1013500806
782	0.1012948251
783	0.1011381306
784	0.1009414591
785	0.1007666004
786	0.1005853272
787	0.1004229576
788	0.1002819363
789	0.1001342007
790	0.0999787941
791	0.09984773226
792	0.09969402838
793	0.09957249264
794	0.09949257989
795	0.0993447885
796	0.09925308753
797	0.09908571266
798	0.09893752205
799	0.09884488161
800	0.09876399163
801	0.09852285301
802	0.09841477809
803	0.09830134682
804	0.09815831908
805	0.09802229652
806	0.09790988497
807	0.09777254381
808	0.09763814965
809	0.09752709793
810	0.09740629816
811	0.09730946382
812	0.0971384547
813	0.09698506784
814	0.09681325375
815	0.0966839403
816	0.09652944666
817	0.0964244365
818	0.09627894109
819	0.09615982468
820	0.09601505194
821	0.09590082335
822	0.0957866746
823	0.09563768495
824	0.09555748448
825	0.09536511299
826	0.09525388436
827	0.09512996221
828	0.09493077078
829	0.09485842327
830	0.09475656622
831	0.09456047525
832	0.09442372733
833	0.09424028101
834	0.09409967591
835	0.09399348146
836	0.09387421705
837	0.09372330262
838	0.09362969099
839	0.09345230019
840	0.09335845678
841	0.09321265016
842	0.09304641772
843	0.09299034953
844	0.09285219275
845	0.09273680885
846	0.09255372604
847	0.09241660142
848	0.09232832117
849	0.0921767141
850	0.09201883864
851	0.09195801553
852	0.09182704423
853	0.09173301654
854	0.09163133121
855	0.09145574365
856	0.09131754229
857	0.09124737724
858	0.09110206541
859	0.09096464636
860	0.09085699514
861	0.09066154476
862	0.09057543442
863	0.09046055396
864	0.09034389363
865	0.09027425336
866	0.09013608055
867	0.08998629564
868	0.08986023888
869	0.0897724717
870	0.08959821518
871	0.08942617332
872	0.08929602724
873	0.08922845168
874	0.08910136584
875	0.0889692431
876	0.08879731198
877	0.08868481706
878	0.08854289638
879	0.08846722547
880	0.08834236057
881	0.08825206437
882	0.0881439976
883	0.08805619551
884	0.08794357066
885	0.08786204227
886	0.08774412505
887	0.08762390393
888	0.08753180726
889	0.08746992691
890	0.08730888433
891	0.08722460629
892	0.08710885957
893	0.08694304912
894	0.08680172179
895	0.08666398361
896	0.08651989293
897	0.08641023442
898	0.08633640073
899	0.08622372993
900	0.08610783311
901	0.08598487009
902	0.08581814572
903	0.0857196009
904	0.08569276485
905	0.08552412084
906	0.08540107228
907	0.08530648302
908	0.08524359825
909	0.08513572527
910	0.08499622337
911	0.08488124145
912	0.08476010655
913	0.08469694018
914	0.0845987317
915	0.08443785334
916	0.08427211424
917	0.08406642298
918	0.08393480578
919	0.08377539402
920	0.08368579548
921	0.08363168398
922	0.08351381326
923	0.08339109923
924	0.08327370983
925	0.08314418356
926	0.08303104489
927	0.08291896495
928	0.08275869734
929	0.08268476847
930	0.08254958358
931	0.08241818596
932	0.08227882757
933	0.08217095693
934	0.08204083761
935	0.08191233881
936	0.08173111229
937	0.08162229153
938	0.08156145142
939	0.08144692078
940	0.08132996789
941	0.0812788106
942	0.08115772341
943	0.08108973835
944	0.0810111756
945	0.08094341425
946	0.08076575348
947	0.08060267973
948	0.08053950954
949	0.08045011708
950	0.08037881684
951	0.08028455726
952	0.08014934124
953	0.08002938775
954	0.07986561244
955	0.07978823161
956	0.0796986979
957	0.07962247778
958	0.07950078191
959	0.0793712575
960	0.07924190655
961	0.07909283885
962	0.07900082669
963	0.07892514687
964	0.07881937802
965	0.07873271835
966	0.07865910298
967	0.07859082549
968	0.07852742076
969	0.0784368224
970	0.07830666417
971	0.0781944746
972	0.07806793495
973	0.07800306815
974	0.07792264299
975	0.07781720425
976	0.07774987624
977	0.07759915185
978	0.07748384419
979	0.07738222736
980	0.07730442798
981	0.07725940153
982	0.07714584659
983	0.07708926624
984	0.07696519636
985	0.07682318059
986	0.07673526657
987	0.07659637378
988	0.07654787877
989	0.07642447689
990	0.0763536254
991	0.07621692168
992	0.07609506398
993	0.07602193288
994	0.07592535436
995	0.07580704745
996	0.07574391849
997	0.07566277263
998	0.07558206268
999	0.075437972
